"Subject" "Activity" "tBodyAccMag-std()" "tBodyAccMag-min()" "tGravityAccMag-std()" "tGravityAccMag-min()" "tBodyAccJerkMag-std()" "tBodyAccJerkMag-min()" "tBodyGyroMag-std()" "tBodyGyroMag-min()" "tBodyGyroJerkMag-std()" "tBodyGyroJerkMag-min()" "fBodyAccMag-std()" "fBodyAccMag-min()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-min()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-min()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-min()"
"8615" 4 "LAYING" -0.98968438 -0.99110648 -0.98968438 -0.99110648 -0.98995785 -0.97540345 -0.9758937 -0.96768289 -0.99575644 -0.99451628 -0.99143374 -0.99283161 -0.98956975 -0.96744792 -0.97553637 -0.98275617 -0.99635339 -0.98959634
"8616" 4 "LAYING" -0.9916204 -0.99230675 -0.9916204 -0.99230675 -0.99338945 -0.97506782 -0.98258659 -0.96768289 -0.99632713 -0.99451628 -0.99149269 -0.99806397 -0.99341651 -0.99345452 -0.98172268 -0.99954026 -0.9975531 -0.99256916
"8617" 21 "LAYING" -0.99328778 -0.99271642 -0.99328778 -0.99271642 -0.99173187 -0.98483269 -0.99087555 -0.99474881 -0.9926591 -0.99523793 -0.99423452 -0.99411871 -0.99214055 -0.97876363 -0.99374271 -0.98752338 -0.99280304 -0.99674079
"8618" 21 "LAYING" -0.99436705 -0.99271642 -0.99436705 -0.99271642 -0.99383537 -0.9864501 -0.98479424 -0.98930987 -0.99402953 -0.99523793 -0.99510187 -0.98649345 -0.99394259 -0.99048804 -0.98549279 -0.99581643 -0.99404229 -0.99671577
"8619" 18 "LAYING" -0.99609683 -0.99632352 -0.99609683 -0.99632352 -0.99403867 -0.98285304 -0.99694067 -0.99363437 -0.9970412 -0.99374646 -0.99685014 -0.97876081 -0.99326995 -0.99046515 -0.99675788 -0.99881829 -0.9964314 -0.99635907
"8620" 18 "LAYING" -0.99483907 -0.99632352 -0.99483907 -0.99632352 -0.99486305 -0.99599502 -0.99922029 -0.99246331 -0.99938101 -0.99282543 -0.99600392 -0.99483915 -0.99514872 -0.99267564 -0.99911354 -0.99596161 -0.9988056 -0.99751642
"8621" 3 "LAYING" -0.97172816 -0.9902556 -0.97172816 -0.9902556 -0.98357197 -0.9676531 -0.98238832 -0.98825077 -0.99129838 -0.98229708 -0.97610696 -0.99050615 -0.98538503 -0.97661944 -0.98287743 -0.9914947 -0.99197317 -0.99718251
"8622" 14 "LAYING" -0.85583208 -0.96808747 -0.85583208 -0.96808747 -0.93216729 -0.96245507 -0.80330608 -0.6313272 -0.94934115 -0.96622745 -0.85751638 -0.98422578 -0.9241942 -0.95379094 -0.79780981 -0.9964318 -0.94725233 -0.98570428
"8623" 14 "LAYING" -0.93739924 -0.96808747 -0.93739924 -0.96808747 -0.96958985 -0.97044924 -0.87308772 -0.95148503 -0.97972041 -0.98690042 -0.93669662 -0.99413184 -0.96654619 -0.98097108 -0.8750932 -0.84684287 -0.97713159 -0.9882071
"8624" 18 "LAYING" -0.99450927 -0.99488763 -0.99450927 -0.99488763 -0.99485474 -0.98838747 -0.98961787 -0.9935852 -0.99269198 -0.9887572 -0.99497244 -0.99703589 -0.99518321 -0.99605374 -0.99153921 -0.99071159 -0.99194839 -0.99181975
"8625" 14 "LAYING" -0.98359158 -0.99649513 -0.98359158 -0.99649513 -0.98917187 -0.99668195 -0.95886105 -0.98277383 -0.99306553 -0.99039745 -0.98544629 -0.97941827 -0.9883734 -0.98954622 -0.95964302 -0.93699758 -0.99411385 -0.99744474
"8626" 21 "LAYING" -0.98549338 -0.99359344 -0.98549338 -0.99359344 -0.994049 -0.97898166 -0.98054648 -0.98856847 -0.9933034 -0.99399519 -0.98292515 -0.99369958 -0.99264523 -0.98559705 -0.97923415 -0.99167641 -0.99458293 -0.98547409
"8627" 8 "LAYING" -0.99510408 -0.99113785 -0.99510408 -0.99113785 -0.9947639 -0.98156425 -0.98878476 -0.97670703 -0.99496015 -0.99179845 -0.99506438 -0.99389848 -0.99507063 -0.97927061 -0.988358 -0.99731056 -0.99571666 -0.99123761
"8628" 23 "LAYING" -0.99019117 -0.99389457 -0.99019117 -0.99389457 -0.99401945 -0.98298018 -0.97891149 -0.99809337 -0.98549331 -0.98792339 -0.99062028 -0.98569667 -0.99411395 -0.98006162 -0.98255029 -0.99206046 -0.98465054 -0.98914583
"8629" 14 "LAYING" -0.98081576 -0.99388692 -0.98081576 -0.99388692 -0.99400761 -0.98702641 -0.97998324 -0.98400049 -0.99213216 -0.98273865 -0.98088617 -0.99163949 -0.99379105 -0.98272144 -0.98056646 -0.99116609 -0.99376421 -0.99577554
"8630" 14 "LAYING" -0.98610338 -0.99213856 -0.98610338 -0.99213856 -0.99274704 -0.98841735 -0.98231351 -0.99291975 -0.9934601 -0.98229197 -0.98600752 -0.98473083 -0.99358321 -0.99323977 -0.98279869 -0.9950156 -0.99496086 -0.99310181
"8631" 14 "LAYING" -0.98935165 -0.99496054 -0.98935165 -0.99496054 -0.9935315 -0.98918579 -0.98782727 -0.99291975 -0.99680508 -0.98928754 -0.98849959 -0.99026048 -0.99399021 -0.99826955 -0.98781924 -0.9978665 -0.99721439 -0.99843004
"8632" 23 "LAYING" -0.98731147 -0.99478959 -0.98731147 -0.99478959 -0.99175605 -0.99153269 -0.97813398 -0.98259217 -0.98145779 -0.98054922 -0.9870857 -0.99285215 -0.99090927 -0.98357972 -0.98555802 -0.96724046 -0.97920759 -0.98536035
"8633" 1 "LAYING" -0.99900312 -0.99291693 -0.99900312 -0.99291693 -0.99765669 -0.99880741 -0.99538048 -0.99760364 -0.99726595 -0.9954304 -0.99885683 -0.99231397 -0.99746955 -0.98586733 -0.99563369 -0.99625409 -0.99732244 -0.99629782
"8634" 1 "LAYING" -0.99731759 -0.99788175 -0.99731759 -0.99788175 -0.99605598 -0.99880741 -0.99670223 -0.99760364 -0.99862111 -0.9954304 -0.99726631 -0.99876237 -0.9958317 -0.9945183 -0.99698854 -0.99822484 -0.99860633 -0.99793542
"8635" 1 "LAYING" -0.99747605 -0.99788175 -0.99747605 -0.99788175 -0.99627413 -0.99312353 -0.99662791 -0.99513301 -0.99806728 -0.99332605 -0.99708387 -0.99578684 -0.99619715 -0.99329786 -0.99700782 -0.99900465 -0.99844385 -0.99838473
"8636" 3 "LAYING" -0.9151572 -0.99357068 -0.9151572 -0.99357068 -0.93101537 -0.93099161 -0.89059955 -0.97234827 -0.95762815 -0.93092711 -0.92725105 -0.97428854 -0.94143154 -0.96850612 -0.89585452 -0.97982484 -0.96348712 -0.98331947
"8637" 8 "LAYING" -0.99246503 -0.99277581 -0.99246503 -0.99277581 -0.99180933 -0.9936399 -0.99386743 -0.99557187 -0.99540879 -0.98732364 -0.99319836 -0.99095535 -0.99331566 -0.98816527 -0.99518817 -0.9958172 -0.99515275 -0.99534546
"8638" 8 "LAYING" -0.99168996 -0.99555154 -0.99168996 -0.99555154 -0.99261529 -0.97966251 -0.99376432 -0.99557187 -0.99590699 -0.9952614 -0.99237723 -0.99550046 -0.99301505 -0.98602 -0.99502557 -0.99326223 -0.99605022 -0.99697281
"8639" 8 "LAYING" -0.99545885 -0.99555154 -0.99545885 -0.99555154 -0.99648294 -0.98206768 -0.99423965 -0.99354527 -0.99587873 -0.9952614 -0.99575984 -0.99296263 -0.99706232 -0.99373195 -0.99577139 -0.99007416 -0.99577268 -0.99767458
"8640" 3 "LAYING" -0.76346937 -0.91016377 -0.76346937 -0.91016377 -0.88835706 -0.95700674 -0.85710161 -0.44976091 -0.91699257 -0.97455221 -0.77849314 -0.96100336 -0.86024862 -0.95900299 -0.85511754 -0.99135688 -0.90346149 -0.9451508
"8641" 3 "LAYING" -0.96067484 -0.95331781 -0.96067484 -0.95331781 -0.96059189 -0.95700674 -0.87630495 -0.88957729 -0.9744912 -0.97455221 -0.96491073 -0.99657404 -0.95241827 -0.98188755 -0.87558597 -0.92150671 -0.96953501 -0.98897926
"8642" 21 "LAYING" -0.87481526 -0.9896611 -0.87481526 -0.9896611 -0.95981861 -0.96512638 -0.85531419 -0.78967521 -0.9363726 -0.98365922 -0.87594315 -0.99745151 -0.9549094 -0.98003795 -0.86258603 -0.88079376 -0.93649771 -0.95801255
"8643" 21 "LAYING" -0.94955414 -0.97970019 -0.94955414 -0.97970019 -0.957604 -0.97709969 -0.87940428 -0.96161121 -0.93722568 -0.98365922 -0.9567967 -0.97953038 -0.95623357 -0.98776137 -0.88652372 -0.9365197 -0.93895673 -0.95009991
"8644" 21 "LAYING" -0.96580919 -0.98363006 -0.96580919 -0.98363006 -0.97489725 -0.97709969 -0.95512521 -0.96161121 -0.98350482 -0.98826265 -0.96820858 -0.99612283 -0.97565065 -0.98321943 -0.95466257 -0.9839355 -0.98445426 -0.98550402
"8645" 23 "LAYING" -0.97998234 -0.9918477 -0.97998234 -0.9918477 -0.99170939 -0.97161333 -0.88695706 -0.97114673 -0.98734635 -0.99277418 -0.98000506 -0.99461017 -0.99189995 -0.98182951 -0.8796352 -0.92464443 -0.9868991 -0.99171935
"8646" 23 "LAYING" -0.98424458 -0.98869019 -0.98424458 -0.98869019 -0.99269759 -0.99272102 -0.98263141 -0.97114673 -0.9863227 -0.99315957 -0.98221243 -0.99489663 -0.99151294 -0.9918806 -0.98540383 -0.99266371 -0.98436108 -0.99036322
"8647" 23 "LAYING" -0.98343943 -0.996742 -0.98343943 -0.996742 -0.99392525 -0.99272102 -0.98130368 -0.96635207 -0.98650519 -0.99315957 -0.98050033 -0.99874438 -0.99357205 -0.98896606 -0.98265741 -0.98841748 -0.98441517 -0.990896
"8648" 23 "LAYING" -0.98565704 -0.996742 -0.98565704 -0.996742 -0.99343785 -0.982846 -0.9861038 -0.97377502 -0.98758316 -0.99137196 -0.98500538 -0.9897687 -0.9932138 -0.98369927 -0.98778695 -0.98420724 -0.98588105 -0.98914821
"8649" 23 "LAYING" -0.96680312 -0.99495906 -0.96680312 -0.99495906 -0.99299274 -0.97594433 -0.97343781 -0.98658926 -0.98077465 -0.98173239 -0.96419688 -0.99262485 -0.99399533 -0.98276953 -0.97722314 -0.9990124 -0.97810314 -0.98647335
"8650" 1 "LAYING" -0.78262396 -0.96990151 -0.78262396 -0.96990151 -0.96867652 -0.97932312 -0.73868491 -0.97741263 -0.96610335 -0.97343363 -0.77267166 -0.96800539 -0.96685392 -0.94998304 -0.71397742 -0.99566956 -0.96394777 -0.9860194
"8651" 23 "LAYING" -0.97595516 -0.9818076 -0.97595516 -0.9818076 -0.99142908 -0.97573868 -0.97072275 -0.99325976 -0.98804255 -0.98412799 -0.97456257 -0.98842097 -0.99206994 -0.97630527 -0.97112859 -0.99559435 -0.9883584 -0.99676418
"8652" 7 "LAYING" -0.96958954 -0.96276473 -0.96958954 -0.96276473 -0.99223827 -0.97149219 -0.84302008 -0.75205863 -0.99339472 -0.99704188 -0.96654216 -0.9945659 -0.99248262 -0.9940147 -0.83439553 -0.83398915 -0.99455664 -0.99576437
"8653" 23 "LAYING" -0.97175736 -0.98096766 -0.97175736 -0.98096766 -0.98407892 -0.98960505 -0.95951474 -0.97822323 -0.98556256 -0.98731669 -0.97027605 -0.99116275 -0.98206757 -0.99207455 -0.95853182 -0.99628106 -0.98394201 -0.99475228
"8654" 23 "LAYING" -0.97200613 -0.98096766 -0.97200613 -0.98096766 -0.98993234 -0.98960505 -0.95921601 -0.99851919 -0.98417017 -0.98778622 -0.96872688 -0.99093651 -0.98797771 -0.99309549 -0.95822394 -0.97942925 -0.98188944 -0.98999691
"8655" 22 "LAYING" -0.47119499 -0.96253766 -0.47119499 -0.96253766 -0.74153408 -0.96356667 -0.41451164 -0.74787934 -0.82825765 -0.97697695 -0.48351142 -0.92243842 -0.70203378 -0.75198151 -0.38982499 -0.93466773 -0.8033416 -0.92991956
"8656" 22 "LAYING" -0.94305615 -0.97771463 -0.94305615 -0.97771463 -0.98052737 -0.97500543 -0.93312022 -0.90697992 -0.98576494 -0.9808622 -0.9419778 -0.97045794 -0.9759188 -0.99296699 -0.93311619 -0.93053073 -0.98474647 -0.99232221
"8657" 22 "LAYING" -0.95938491 -0.98272604 -0.95938491 -0.98272604 -0.98052654 -0.99424014 -0.9612987 -0.9540227 -0.9853584 -0.98758066 -0.9629806 -0.98720994 -0.97594997 -0.98602586 -0.96038855 -0.98581245 -0.98402691 -0.99711228
"8658" 22 "LAYING" -0.9733932 -0.99285025 -0.9733932 -0.99285025 -0.99105147 -0.99424014 -0.98823633 -0.97763932 -0.99451988 -0.98758066 -0.97469393 -0.99319549 -0.9920673 -0.99294699 -0.98861676 -0.99518659 -0.99449643 -0.99276097
"8659" 21 "LAYING" -0.74453211 -0.92773781 -0.74453211 -0.92773781 -0.83237952 -0.98328493 -0.70832916 -0.75245622 -0.85944834 -0.93242862 -0.77430316 -0.95353103 -0.84424815 -0.93371466 -0.71825392 -0.93492358 -0.86039946 -0.93126218
"8660" 22 "LAYING" -0.97631097 -0.99285025 -0.97631097 -0.99285025 -0.99325397 -0.98709227 -0.97898988 -0.98440472 -0.99640938 -0.98592952 -0.97854772 -0.98514142 -0.99320159 -0.99913893 -0.97878623 -0.9817717 -0.99684222 -0.98573952
"8661" 18 "LAYING" -0.99463822 -0.99734106 -0.99463822 -0.99734106 -0.99492674 -0.99599502 -0.99832335 -0.99332087 -0.99962035 -0.99282543 -0.99584416 -0.996057 -0.99617144 -0.99053363 -0.99838258 -0.99961235 -0.99929754 -0.99777093
"8662" 21 "LAYING" -0.91142253 -0.95703015 -0.91142253 -0.95703015 -0.97074224 -0.96778216 -0.86649063 -0.97299621 -0.97409154 -0.98473326 -0.92769886 -0.87634089 -0.97104754 -0.99868995 -0.8624869 -0.94733454 -0.9748415 -0.97682351
"8663" 4 "LAYING" -0.91512523 -0.97906837 -0.91512523 -0.97906837 -0.87406854 -0.98659964 -0.94547129 -0.97139004 -0.95463576 -0.99347228 -0.92973144 -0.95926907 -0.85613443 -0.96584196 -0.94636365 -0.99064392 -0.94744822 -0.95517541
"8664" 4 "LAYING" -0.97887614 -0.99044253 -0.97887614 -0.99044253 -0.98526953 -0.98659964 -0.97653952 -0.97139004 -0.99134225 -0.99347228 -0.98292281 -0.99094047 -0.9869623 -0.96522674 -0.97642677 -0.9960052 -0.99018221 -0.9989687
"8665" 4 "LAYING" -0.99288359 -0.99059123 -0.99288359 -0.99059123 -0.99053045 -0.98514378 -0.98354276 -0.98821388 -0.99645662 -0.99104863 -0.9933089 -0.99522436 -0.99186834 -0.99733621 -0.98219193 -0.99445984 -0.99664337 -0.99372443
"8666" 4 "LAYING" -0.99124665 -0.99059123 -0.99124665 -0.99059123 -0.99120845 -0.98514378 -0.98150886 -0.98821388 -0.99515057 -0.9912066 -0.99198805 -0.99356597 -0.99027776 -0.98984511 -0.98113968 -0.98957056 -0.99518829 -0.99294309
"8667" 4 "LAYING" -0.98832517 -0.99124349 -0.98832517 -0.99124349 -0.9908305 -0.9823781 -0.97829649 -0.98791145 -0.9950814 -0.99252934 -0.98825027 -0.99875576 -0.99017819 -0.9920342 -0.97812595 -0.99453677 -0.99544301 -0.99719139
"8668" 11 "LAYING" -0.98959452 -0.99522918 -0.98959452 -0.99522918 -0.98865145 -0.97515333 -0.98121834 -0.96761554 -0.99040663 -0.99678504 -0.99172857 -0.99366039 -0.98837512 -0.98827821 -0.98187377 -0.99345636 -0.98936966 -0.99119926
"8669" 18 "LAYING" -0.90870783 -0.98342852 -0.90870783 -0.98342852 -0.95259572 -0.94739807 -0.84687147 -0.8817434 -0.96499679 -0.97050766 -0.92115681 -0.98702015 -0.95526352 -0.97540872 -0.84071213 -0.92401412 -0.96678715 -0.97003767
"8670" 21 "LAYING" -0.98292498 -0.99455997 -0.98292498 -0.99455997 -0.98726795 -0.9820495 -0.97697289 -0.99335506 -0.9889277 -0.97752496 -0.98447913 -0.98003666 -0.98707847 -0.98475573 -0.979967 -0.99466287 -0.99032967 -0.99974584
"8671" 21 "LAYING" -0.99183523 -0.99576706 -0.99183523 -0.99576706 -0.99286573 -0.9820495 -0.98764919 -0.99107517 -0.99007311 -0.98367681 -0.99300027 -0.98777305 -0.99338525 -0.99007902 -0.99012195 -0.98904514 -0.99207828 -0.99478159
"8672" 11 "LAYING" -0.99763974 -0.99242655 -0.99763974 -0.99242655 -0.99666903 -0.98114721 -0.99909893 -0.99734876 -0.99928114 -0.99583546 -0.99777842 -0.98921919 -0.99747904 -0.98328338 -0.99904061 -0.99570173 -0.9991312 -0.99522696
"8673" 11 "LAYING" -0.99734849 -0.99232507 -0.99734849 -0.99232507 -0.99496618 -0.99564459 -0.99919394 -0.9972554 -0.99929068 -0.99583546 -0.99775467 -0.99083213 -0.99610393 -0.99794533 -0.99906732 -0.99747676 -0.99914856 -0.99593342
"8674" 11 "LAYING" -0.99648014 -0.99443314 -0.99648014 -0.99443314 -0.99454829 -0.99564459 -0.99929661 -0.99709932 -0.9997113 -0.98837427 -0.99741357 -0.98766364 -0.99469689 -0.99851395 -0.99919784 -0.99739326 -0.9994633 -0.99649683
"8675" 11 "LAYING" -0.99744945 -0.99443314 -0.99744945 -0.99443314 -0.99742606 -0.98252408 -0.99905838 -0.99684185 -0.99944711 -0.99127469 -0.99713226 -0.99544985 -0.99679971 -0.98036618 -0.99899504 -0.99522226 -0.99909574 -0.99920115
"8676" 11 "LAYING" -0.99951497 -0.9956792 -0.99951497 -0.9956792 -0.99771581 -0.98252408 -0.99927567 -0.99684185 -0.99883047 -0.99838988 -0.99914418 -0.99627854 -0.99572482 -0.9995468 -0.99901024 -0.99935638 -0.99921828 -0.99458159
"8677" 11 "LAYING" -0.89591298 -0.97295334 -0.89591298 -0.97295334 -0.94769967 -0.95295698 -0.81806622 -0.52868697 -0.95881188 -0.98241388 -0.89690528 -0.98047715 -0.94840456 -0.96444648 -0.80542201 -0.88739797 -0.96286063 -0.96872229
"8678" 11 "LAYING" -0.98646335 -0.99631709 -0.98646335 -0.99631709 -0.99183206 -0.98956157 -0.86200441 -0.88119433 -0.99794732 -0.98984062 -0.98665152 -0.99381419 -0.99399593 -0.99114373 -0.85994125 -0.81422758 -0.998101 -0.99599188
"8679" 4 "LAYING" -0.99669449 -0.99696355 -0.99669449 -0.99696355 -0.99338698 -0.99025827 -0.97927912 -0.99219651 -0.99655465 -0.99550753 -0.99689211 -0.99876306 -0.99099246 -0.99225761 -0.97727478 -0.99750623 -0.99674553 -0.99436059
"8680" 13 "LAYING" -0.99514176 -0.99542637 -0.99514176 -0.99542637 -0.99361447 -0.9867891 -0.9908713 -0.99783521 -0.99222415 -0.9914338 -0.99514373 -0.98374924 -0.99303978 -0.99041717 -0.99128346 -0.99509477 -0.98931825 -0.99489391
"8681" 9 "LAYING" -0.94227145 -0.96342998 -0.94227145 -0.96342998 -0.9388419 -0.98641984 -0.93966867 -0.99172466 -0.95541544 -0.99574758 -0.95280564 -0.98833661 -0.93806003 -0.98480782 -0.94374107 -0.97557428 -0.94806046 -0.97549345
"8682" 3 "LAYING" -0.93904618 -0.97322333 -0.93904618 -0.97322333 -0.95921691 -0.98150559 -0.90098636 -0.9437506 -0.9740406 -0.97940088 -0.93832252 -0.97976021 -0.94946207 -0.99602405 -0.89929361 -0.96533642 -0.96870197 -0.99775054
"8683" 3 "LAYING" -0.9891315 -0.99066951 -0.9891315 -0.99066951 -0.98917531 -0.98150559 -0.9760683 -0.96429873 -0.99464218 -0.98489443 -0.98904264 -0.99332819 -0.98750638 -0.9955634 -0.97488073 -0.98906814 -0.99477896 -0.99467729
"8684" 3 "LAYING" -0.99334371 -0.99400902 -0.99334371 -0.99400902 -0.98682452 -0.99063591 -0.99542926 -0.97172236 -0.99461721 -0.99442199 -0.99439604 -0.98735137 -0.98527043 -0.99775047 -0.99633006 -0.99681395 -0.99515294 -0.99810434
"8685" 13 "LAYING" -0.99687596 -0.99672803 -0.99687596 -0.99672803 -0.99579299 -0.9854735 -0.9860105 -0.98137326 -0.99636944 -0.99284513 -0.9968681 -0.98501873 -0.99354906 -0.99296839 -0.98369535 -0.99682516 -0.99502766 -0.99410141
"8686" 21 "LAYING" -0.95641237 -0.96499061 -0.95641237 -0.96499061 -0.95635329 -0.98169664 -0.88116806 -0.74675164 -0.96397121 -0.98563517 -0.96641277 -0.93992736 -0.9475592 -0.97838421 -0.87541757 -0.96789507 -0.96070517 -0.99534291
"8687" 21 "LAYING" -0.95915261 -0.98848193 -0.95915261 -0.98848193 -0.99330144 -0.98169664 -0.93573234 -0.96988381 -0.99349666 -0.99026242 -0.95568588 -0.99995032 -0.99304611 -0.99844305 -0.93300878 -0.95300914 -0.99466657 -0.99855835
"8688" 14 "LAYING" -0.94991043 -0.99510353 -0.94991043 -0.99510353 -0.96008941 -0.97309352 -0.93549394 -0.97424081 -0.95491713 -0.97327621 -0.95438398 -0.97930118 -0.95535703 -0.96338114 -0.9391554 -0.9866347 -0.95475309 -0.98789693
"8689" 14 "LAYING" -0.93841204 -0.99510353 -0.93841204 -0.99510353 -0.95859584 -0.97243176 -0.92524946 -0.98401157 -0.95352273 -0.97327621 -0.94416495 -0.99043809 -0.95616878 -0.95846387 -0.93270735 -0.9655807 -0.95553327 -0.96128964
"8690" 14 "LAYING" -0.93732776 -0.99131723 -0.93732776 -0.99131723 -0.95400598 -0.9787187 -0.88831483 -0.98401157 -0.95894081 -0.98197106 -0.94104611 -0.98918451 -0.94702828 -0.99185083 -0.90695139 -0.92352488 -0.9583286 -0.96835859
"8691" 25 "LAYING" 0.55353472 -0.94396212 0.55353472 -0.94396212 -0.90182514 -0.93179155 -0.48463485 -0.83092593 -0.94635087 -0.93414111 0.60206634 -0.046228364 -0.89409815 -0.94954114 -0.42914973 -0.98142821 -0.95272736 -0.94825879
"8692" 23 "LAYING" -0.97449818 -0.9818076 -0.97449818 -0.9818076 -0.98532504 -0.98397888 -0.97075196 -0.97822323 -0.9900937 -0.98412799 -0.97214381 -0.9909137 -0.98550665 -0.98129088 -0.97023343 -0.99273331 -0.99044362 -0.99174946
"8693" 9 "LAYING" -0.98768039 -0.9907111 -0.98768039 -0.9907111 -0.9907017 -0.98998336 -0.98229252 -0.99823266 -0.99285104 -0.98903924 -0.98629914 -0.99599999 -0.99213364 -0.98226262 -0.98374781 -0.99458411 -0.99307654 -0.99910223
"8694" 9 "LAYING" -0.70894088 -0.92519376 -0.70894088 -0.92519376 -0.90387119 -0.97664551 -0.70421622 -0.66499814 -0.92537555 -0.98613762 -0.74949341 -0.72815535 -0.90255599 -0.93883721 -0.70689668 -0.85086696 -0.9278229 -0.91206382
"8695" 3 "LAYING" -0.79283117 -0.97879423 -0.79283117 -0.97879423 -0.88300911 -0.96803395 -0.78082713 -0.52557035 -0.93405754 -0.9722067 -0.83370822 -0.8592251 -0.87291014 -0.96465274 -0.79204064 -0.836917 -0.92921406 -0.95224384
"8696" 3 "LAYING" -0.93460283 -0.98175908 -0.93460283 -0.98175908 -0.97550742 -0.97015671 -0.87324368 -0.82129851 -0.98115062 -0.9764341 -0.93946422 -0.99241289 -0.97899253 -0.98304862 -0.87119233 -0.91884132 -0.98232778 -0.98749584
"8697" 2 "LAYING" -0.98222938 -0.99526193 -0.98222938 -0.99526193 -0.99673866 -0.97536638 -0.99039732 -0.99377436 -0.99315235 -0.99536541 -0.98122143 -0.99842177 -0.99586273 -0.97793881 -0.99171476 -0.99582982 -0.99324309 -0.99304483
"8698" 2 "LAYING" -0.97479885 -0.99526193 -0.97479885 -0.99526193 -0.99408928 -0.97536638 -0.98814562 -0.98547611 -0.99660084 -0.99536541 -0.97143283 -0.99447071 -0.99297092 -0.99734733 -0.98822941 -0.99673056 -0.99629829 -0.99464147
"8699" 2 "LAYING" -0.98152474 -0.98649455 -0.98152474 -0.98649455 -0.99424928 -0.97906566 -0.98620588 -0.99020082 -0.99744225 -0.99531228 -0.97956176 -0.99541179 -0.99432301 -0.97733544 -0.9850707 -0.99863959 -0.99761011 -0.99558408
"8700" 3 "LAYING" -0.97148518 -0.98336086 -0.97148518 -0.98336086 -0.9810917 -0.97149332 -0.96457389 -0.98244373 -0.98182805 -0.98933411 -0.97433752 -0.99151347 -0.98170045 -0.98774122 -0.9674263 -0.99392598 -0.98239022 -0.98622139
"8701" 21 "LAYING" -0.79241681 -0.95703015 -0.79241681 -0.95703015 -0.92767977 -0.98328493 -0.77654301 -0.97299621 -0.9185701 -0.98473326 -0.79546771 -0.99567374 -0.91717365 -0.96234588 -0.7922427 -0.93885141 -0.91541166 -0.94150865
"8702" 3 "LAYING" -0.94968558 -0.99515537 -0.94968558 -0.99515537 -0.95123465 -0.99377346 -0.9250386 -0.99895039 -0.95640262 -0.99089656 -0.95567317 -0.97163431 -0.95465198 -0.92925722 -0.92804374 -0.98761376 -0.95606459 -0.97476864
"8703" 3 "LAYING" -0.95376072 -0.99515537 -0.95376072 -0.99515537 -0.95184744 -0.99377346 -0.93935198 -0.99895039 -0.95978288 -0.98210716 -0.95853089 -0.96061401 -0.95392409 -0.9822838 -0.94601264 -0.9988426 -0.95933194 -0.99269734
"8704" 1 "LAYING" -0.83169609 -0.99166499 -0.83169609 -0.99166499 -0.90224092 -0.97808212 -0.81164844 -0.71311737 -0.94034612 -0.98697113 -0.83619631 -0.99799715 -0.89146988 -0.94899233 -0.80624765 -0.97312562 -0.93054398 -0.98641411
"8705" 23 "LAYING" -0.9762624 -0.98469754 -0.9762624 -0.98469754 -0.99161268 -0.98706283 -0.98106164 -0.992907 -0.98679917 -0.9897695 -0.97379701 -0.99491273 -0.9916174 -0.98454047 -0.98322906 -0.9914364 -0.98587915 -0.99402872
"8706" 23 "LAYING" -0.98473129 -0.98024825 -0.98473129 -0.98024825 -0.98911408 -0.98671271 -0.97349215 -0.99657348 -0.97920086 -0.98416037 -0.98370696 -0.98864843 -0.98731513 -0.98519743 -0.97760667 -0.99769153 -0.9796439 -0.98738781
"8707" 23 "LAYING" -0.97844197 -0.99582719 -0.97844197 -0.99582719 -0.99154383 -0.98096728 -0.97720236 -0.99723837 -0.97991955 -0.99124736 -0.97724411 -0.99465827 -0.99045504 -0.9902082 -0.98223232 -0.98291355 -0.97914461 -0.98144453
"8708" 23 "LAYING" -0.96871972 -0.99582719 -0.96871972 -0.99582719 -0.9897872 -0.98662526 -0.97356777 -0.99723837 -0.98678247 -0.99124736 -0.96721099 -0.99411791 -0.99169057 -0.98325419 -0.97594997 -0.98397028 -0.98653209 -0.98716058
"8709" 23 "LAYING" -0.9705272 -0.99515432 -0.9705272 -0.99515432 -0.99168224 -0.99131112 -0.97592787 -0.9889069 -0.98748644 -0.983451 -0.96731188 -0.9946884 -0.99171861 -0.98867441 -0.97692589 -0.98379069 -0.98738697 -0.98730071
"8710" 1 "LAYING" -0.99472458 -0.99765236 -0.99472458 -0.99765236 -0.99453129 -0.98312648 -0.99774873 -0.99374856 -0.99867217 -0.99274152 -0.99533504 -0.99986552 -0.99404556 -0.99098871 -0.9978802 -0.9973797 -0.99833283 -0.99487524
"8711" 25 "LAYING" -0.96693951 -0.97863196 -0.96693951 -0.97863196 -0.95503792 -0.97755976 -0.92312313 -0.9827499 -0.9572416 -0.98970006 -0.97162737 -0.98230087 -0.95885752 -0.93296297 -0.93621416 -0.95326515 -0.9604619 -0.98644652
"8712" 9 "LAYING" -0.92487637 -0.98164152 -0.92487637 -0.98164152 -0.93003821 -0.92733398 -0.83716294 -0.94950535 -0.8778773 -0.96680502 -0.93576391 -0.96716436 -0.92977309 -0.94317712 -0.85328693 -0.95882627 -0.87332562 -0.9611408
